name,prompt,negative_prompt
realistic,"(photorealistic:1.4), professional photograph, detailed face, realistic, detailed hands, anatomically correct hands, high quality, sharp focus, high resolution, 8k uhd, high detail skin texture, natural lighting","deformed hands, bad anatomy, disfigured, poorly drawn face, mutated hands and fingers, extra limbs, bad hands, missing fingers, extra fingers, fused fingers, (poorly drawn hands), (poorly drawn face), (mutation), (deformed), (ugly), (bad proportions), blurry, watermark, text"
